ID,y,x_mse_expY3_0,x_mse_expY3_1,x_mse_expY3_2,x_mse_expY3_3,x_mse_expY3_4,x_mse_expY4_0,x_mse_expY4_1,x_mse_expY4_2,x_mse_expY4_3,x_mse_expY4_4,x_mse_expY5_0,x_mse_expY5_1,x_mse_expY5_2,x_mse_expY5_3,x_mse_expY5_4,x_mse_expY6_0,x_mse_expY6_1,x_mse_expY6_2,x_mse_expY6_3,x_mse_expY6_4
6315,40534.5145097,109.431129456,109.4037323,109.338371277,109.078773499,109.197181702,109.168563843,109.174591064,109.309562683,109.295578003,109.694961548,109.021026611,109.107505798,109.093902588,108.951156616,108.750610352,108.823020935,109.223426819,109.212226868,109.264839172,109.225746155
3336,18210.4413281,104.634666443,104.300415039,104.202224731,104.482460022,104.193328857,104.09475708,104.056335449,104.078216553,103.32535553,103.746604919,103.327949524,103.178161621,103.572570801,103.315467834,103.400482178,102.933258057,103.159240723,102.989753723,103.110198975,102.830345154
982,16485.2030551,102.953330994,103.928153992,103.680801392,103.75958252,103.805625916,103.389587402,103.167640686,103.223312378,103.29006958,102.862625122,102.378326416,102.702552795,102.61958313,102.901512146,102.669235229,102.801651001,102.832061768,102.522895813,102.606246948,102.85534668
3231,8716.89982425,103.840072632,103.915725708,93.8679962158,104.070396423,107.917205811,108.575210571,104.902549744,93.527053833,102.29800415,93.6951751709,102.657806396,101.618751526,102.119567871,98.8653640747,108.295890808,99.4695358276,94.0681304932,106.336662292,100.841941833,102.124275208
2786,18824.7490056,93.2531204224,93.2431030273,93.3059844971,93.1318664551,93.1906890869,93.1067810059,93.2509231567,93.26587677,93.4375839233,92.9340286255,93.1633300781,92.8304595947,93.0479049683,92.9000244141,93.1201019287,93.0831069946,93.1796112061,92.9610595703,92.8038406372,92.9257278442
369,18788.046328,104.618034363,104.587593079,104.273300171,104.611190796,104.425796509,104.098472595,104.148994446,104.181892395,104.425186157,103.666549683,103.786781311,103.62361908,103.791275024,104.049736023,103.924781799,103.818962097,103.761451721,103.774475098,103.571792603,103.89553833
1007,5171.73847121,93.8970336914,93.824836731,93.8018112183,94.041267395,94.1913833618,93.6589355469,93.8926849365,93.5065994263,93.7282943726,94.0362014771,93.4643096924,93.5023956299,93.6982803345,93.4817657471,93.560546875,93.6363601685,93.6487884521,93.6447372437,93.6792144775,93.4091262817
3259,27435.3549409,108.037322998,105.832221985,107.30809021,107.974304199,106.093513489,107.683708191,107.908088684,107.097381592,108.973419189,107.801139832,115.312423706,108.797668457,108.157188416,109.224090576,115.252548218,109.784431458,102.01448822,108.78691864,109.147003174,102.241950989
542,136729.526106,111.013008118,110.528831482,110.802383423,110.755271912,110.938171387,110.470069885,110.372680664,110.660690308,110.587036133,110.581802368,110.530799866,110.742324829,110.662124634,110.592544556,110.625541687,110.712997437,110.729858398,110.557731628,110.403793335,110.194206238
6365,2660.95972705,87.9400863647,87.3153457642,86.8135681152,87.0912322998,87.5648498535,84.4178695679,84.7016830444,84.2607192993,84.4760665894,84.8129501343,81.6199264526,81.8098297119,82.8204193115,81.8426437378,82.0386657715,80.2274169922,80.5301589966,80.6815490723,79.5690231323,80.6487808228
486,39365.1033791,110.800498962,110.83000946,111.151786804,110.852890015,110.502372742,110.732627869,110.848472595,111.09488678,110.891693115,111.062934875,110.748970032,110.3697052,110.701629639,110.758750916,110.663299561,110.758384705,110.712226868,110.795394897,110.781898499,110.810829163
1893,7334.18627978,92.9282226562,93.1672592163,92.8719100952,93.2338485718,92.9651489258,93.2062149048,92.8833007812,93.0905227661,92.8334732056,93.2747879028,93.1181335449,92.9898681641,92.9050369263,92.878944397,92.8678207397,92.9472122192,92.7379150391,92.5175704956,92.6329345703,92.4556808472
2169,5911.46652242,93.2666015625,92.9554214478,93.1652603149,93.3124237061,93.2240219116,93.3261184692,92.9723510742,93.0062255859,93.1281051636,92.9390106201,92.9582138062,92.9363327026,92.9135818481,93.544960022,92.8820419312,92.7869186401,92.9322357178,92.7483825684,93.2388916016,92.8093185425
1990,10249.6852214,94.3618240356,94.1323699951,93.8495941162,94.26612854,94.590675354,94.1656723022,94.1832733154,93.4818267822,94.2689819336,93.9342880249,93.8674545288,93.9635620117,93.8083572388,93.7331848145,93.7219314575,93.7636795044,94.2398452759,93.8192977905,93.7555084229,93.5466690063
6115,4406.9249451,93.1708450317,92.9448623657,92.8553161621,92.8940658569,92.9055099487,93.1788253784,93.25756073,92.8837127686,93.1712341309,92.7817382812,92.8784103394,93.0627441406,93.0359344482,92.9053268433,92.8818283081,93.1153411865,92.8198165894,92.7223815918,93.224067688,92.9592819214
1131,6697.91821175,93.9180450439,94.2498855591,94.4775238037,94.2170791626,94.532043457,93.7460174561,93.9649429321,93.8732528687,94.0580062866,93.5988693237,93.8687057495,93.566696167,93.4985275269,93.7261962891,93.7062301636,93.4095458984,93.5178604126,93.6734771729,93.8463363647,93.3569412231
8242,4372.65654136,95.2916412354,94.4855651855,93.8892822266,94.0513839722,94.3296737671,93.7854003906,93.7757110596,93.0897903442,95.0944747925,93.5292434692,93.6248245239,94.4113082886,93.529624939,94.4815292358,95.1945419312,93.7420883179,92.9137878418,92.9933547974,92.982131958,93.8358001709
4645,10720.2443159,97.4798583984,95.0247116089,95.7595901489,95.2631988525,95.4456176758,97.9043731689,96.9211349487,97.345199585,97.417678833,97.2526092529,95.6513519287,97.9676742554,98.5499572754,96.9710922241,97.2262496948,95.9496994019,95.7477874756,95.7897949219,96.6187210083,96.9230728149
8305,6225.23702043,92.9789657593,93.0470428467,93.6314163208,93.2790985107,93.4911880493,93.1308822632,93.1322021484,93.1647109985,93.2198028564,93.0822601318,92.9563903809,93.1617126465,93.0127105713,93.0610427856,92.962600708,92.7808685303,92.7909164429,92.6532821655,92.6758575439,92.7401275635
7920,1336.11979671,87.2859344482,85.6231002808,87.6437530518,87.8576126099,87.512550354,83.6129074097,84.3019485474,83.9431610107,83.8909835815,84.2393951416,81.6187591553,82.2566375732,82.5261917114,81.8846817017,81.3512954712,80.0285873413,80.8767700195,80.5521392822,79.6729202271,80.7124938965
2686,1909.63808729,87.7077102661,87.3545303345,86.5272827148,87.9064254761,87.529510498,84.775718689,85.0267105103,85.0858764648,85.4407119751,84.5474090576,83.1143035889,82.6610717773,82.5770950317,81.6921691895,82.5183410645,80.7722244263,80.5925750732,81.2075195312,81.2770767212,81.5508422852
1842,14240.5382185,104.571983337,104.718002319,105.109970093,105.377098083,104.926834106,105.30582428,105.071762085,104.217468262,105.189323425,104.196708679,106.658630371,104.855178833,104.583023071,104.501586914,104.264328003,104.962135315,104.672286987,104.534881592,104.205825806,105.462837219
799,71946.7420772,107.993637085,107.787971497,107.664474487,108.199584961,107.850288391,109.300727844,108.817886353,108.576675415,108.967300415,109.05014801,109.834205627,110.072654724,109.465232849,109.400680542,110.103851318,111.337120056,109.98261261,111.052848816,110.282394409,110.736976624
7520,22527.1273887,104.206062317,104.211868286,104.062484741,104.490509033,104.074897766,103.626541138,103.720581055,102.871017456,103.538215637,103.469062805,102.402923584,102.961158752,103.070808411,103.395561218,102.54801178,103.203994751,102.970909119,103.262908936,102.500839233,103.178077698
6000,6876.73140176,93.8330993652,93.4527511597,93.9047622681,93.9915618896,93.5618209839,93.7872848511,93.7406616211,93.4152450562,93.4318771362,93.5346679688,93.4172515869,93.592666626,93.5363388062,93.8400726318,93.3999938965,93.9687194824,93.3183670044,93.5816802979,93.4457473755,93.1455001831
4091,5602.56631101,93.9541168213,94.1308822632,93.8489303589,93.9784545898,94.0007095337,94.1469726562,93.5966644287,93.8581161499,93.7838287354,93.6396713257,94.0969467163,93.8386077881,94.0859375,94.031463623,93.4842987061,94.4711227417,94.8748168945,93.2527313232,93.9885940552,93.697807312
7573,6632.87755644,94.2418823242,94.0163421631,94.01222229,94.5001449585,93.7152481079,93.5692367554,93.7845153809,93.4742736816,93.5986633301,93.9862747192,93.9965744019,93.32006073,93.7830276489,94.0032119751,93.1045303345,93.2483673096,93.2682876587,93.3712692261,93.3973007202,93.9703292847
3984,2726.67233133,87.6959686279,87.7512283325,87.5310440063,87.5766296387,87.4047088623,83.2029876709,84.2063369751,82.5191497803,85.0030899048,84.6795806885,82.8593215942,81.8558197021,81.7663040161,82.1622772217,82.520324707,80.8547363281,79.6932907104,81.209564209,81.3773193359,81.3200759888
2011,5888.43778093,94.5832748413,94.5086288452,94.7956771851,94.5665359497,94.5483703613,95.1921005249,94.5815124512,93.6195144653,94.4416122437,94.0029830933,94.1087188721,95.7670516968,94.3620300293,94.731262207,93.6784667969,94.5958404541,96.2667160034,94.0184326172,93.6306915283,95.5482940674
4565,6750.40963505,94.4110336304,93.8787765503,93.8870315552,93.6758728027,94.1042938232,94.0208206177,93.9859695435,93.8460083008,94.2069625854,94.0712203979,93.655632019,93.5483932495,93.494392395,93.4656600952,93.8782272339,93.3906784058,93.2308502197,93.3633041382,93.5320129395,93.5267944336
7809,27976.0440302,110.557281494,110.493736267,109.878791809,110.456588745,110.561470032,110.963180542,110.276344299,110.606445312,110.464050293,110.391746521,109.488822937,110.258110046,109.673576355,110.462867737,109.924781799,109.611289978,109.970741272,108.856628418,109.781776428,110.283348083
4229,34607.6130911,107.949180603,108.213256836,108.535964966,108.156204224,107.45967865,108.910186768,109.637962341,108.650382996,108.999145508,108.914726257,109.572052002,109.625267029,108.956207275,108.674743652,109.751342773,109.879615784,110.125030518,111.212059021,110.244880676,110.832618713
1105,5685.17444485,93.3746643066,93.0746078491,93.3371658325,93.1361541748,93.1827392578,93.3934631348,93.4026794434,93.2770843506,93.3111190796,92.9412994385,92.8370742798,93.0352325439,92.802520752,92.980430603,93.1348800659,92.6763153076,93.105140686,92.7393264771,92.6259231567,92.9155731201
2494,4939.90519161,93.0622253418,93.3952255249,93.2991027832,93.1982192993,93.1827392578,92.851020813,93.0033798218,93.3112945557,93.2351303101,93.0687484741,93.0282592773,92.9841537476,93.2640914917,93.169128418,92.9627990723,92.9844970703,93.0263366699,92.6669921875,92.8197479248,92.8262710571
7591,70763.0871015,104.763069153,104.844680786,104.499931335,104.481552124,104.385772705,104.09765625,103.862564087,104.24356842,103.715805054,103.660972595,103.377555847,103.328407288,103.087226868,103.086296082,102.982582092,102.784881592,102.462928772,102.834976196,102.551025391,102.948196411
3175,36658.5277897,111.423652649,111.027137756,111.324424744,110.397361755,111.292236328,111.420928955,111.435493469,111.652709961,111.554000854,111.137268066,113.514305115,113.669944763,113.154373169,113.556488037,112.597869873,112.994949341,110.826049805,114.857185364,113.567810059,114.928009033
4473,6511.0352505,93.6476974487,93.8620376587,94.0467071533,93.7680435181,94.1781692505,93.8845901489,94.1507949829,93.4910125732,93.9112014771,93.7243804932,93.7925109863,93.6866378784,93.3898773193,93.8484954834,93.840385437,93.6720123291,94.3656005859,93.8001174927,93.9732894897,93.6045379639
3676,44951.7175015,111.192382812,111.532951355,111.611206055,110.910430908,111.946853638,111.208847046,112.961990356,113.468536377,110.584442139,112.494056702,116.492126465,111.447570801,111.915428162,116.011352539,110.9662323,120.365234375,120.650741577,118.583999634,115.207565308,120.795639038
4201,50437.4400173,114.690757751,116.230682373,114.727737427,111.72833252,114.662483215,117.650848389,118.072319031,112.205871582,118.245300293,117.033958435,120.754051208,118.227500916,120.457397461,119.189674377,112.698707581,121.595314026,121.799430847,118.793563843,120.222038269,120.922798157
1018,489497.621928,107.131385803,107.677841187,107.93649292,107.698204041,108.199234009,108.143783569,108.002616882,108.21320343,108.299255371,108.412025452,108.244110107,108.53377533,108.625015259,108.59148407,108.115890503,108.414405823,109.63293457,108.793083191,109.103256226,108.58833313
2874,33088.5313801,111.165763855,111.110824585,111.426010132,111.559249878,110.943275452,111.875717163,110.664962769,111.66859436,111.820724487,111.374717712,111.478919983,112.459526062,111.54259491,111.367126465,111.854026794,112.737197876,110.916282654,112.220756531,112.282821655,111.656333923
8132,14212.7733924,105.757072449,104.909141541,104.640403748,105.320472717,104.636329651,104.752738953,103.354873657,103.995178223,104.851860046,104.599235535,105.018539429,103.435951233,104.255172729,103.919006348,102.882408142,103.866043091,103.44593811,105.001663208,103.896972656,103.602928162
212,257070.261031,110.844268799,111.184494019,111.267829895,111.088348389,111.088973999,111.415771484,111.126731873,111.040466309,111.24810791,111.240310669,110.832748413,111.389183044,111.022438049,111.14466095,111.282096863,111.534622192,111.445724487,111.151611328,110.902198792,111.540046692
6066,37821.2754992,111.809623718,111.353302002,111.382843018,110.636497498,112.033073425,111.432395935,112.172180176,111.896896362,111.957107544,111.709388733,111.106987,110.843391418,109.832466125,111.042480469,111.601600647,110.876564026,110.930732727,110.4737854,110.915840149,110.566711426
596,70075.936645,110.862182617,110.580871582,110.610237122,110.81048584,110.876197815,111.3387146,111.150390625,110.550811768,111.472900391,111.78087616,112.4610672,112.620239258,110.41519928,110.970054626,113.551490784,114.350852966,114.000061035,114.953186035,111.340835571,110.886833191
7543,35393.1098755,110.587257385,110.883682251,110.4870224,110.556243896,110.88092804,109.85030365,110.516967773,110.864219666,110.589950562,110.570617676,110.814872742,111.297271729,110.672164917,110.6248703,111.023590088,110.944351196,111.639450073,111.082763672,110.589172363,111.411781311
3607,37969.1884786,111.036125183,110.795143127,110.575401306,110.880500793,110.656211853,110.591804504,111.123931885,110.890411377,110.767295837,111.085166931,110.831283569,110.666984558,110.666015625,111.185554504,110.695335388,110.520202637,110.611419678,110.631141663,111.134300232,111.133384705
7849,44212.1798581,110.889862061,110.502044678,110.904533386,110.704307556,110.663452148,110.417808533,110.558822632,110.635612488,110.52935791,110.425514221,110.141036987,110.108924866,110.070426941,109.73184967,110.287750244,110.08429718,109.800056458,109.924362183,110.267082214,110.178726196
6414,28277.9517171,104.427139282,104.560676575,104.13747406,103.755661011,104.453781128,103.377586365,103.968757629,103.814323425,104.122970581,103.687408447,104.536994934,103.385856628,103.068618774,102.823249817,104.678535461,103.498718262,103.886436462,103.995109558,103.625022888,103.340049744
808,8914.74926174,94.1887664795,94.499961853,93.7747268677,94.2182693481,94.0929260254,93.7636795044,93.6053237915,93.6273498535,93.4869308472,95.4615325928,93.5699157715,93.3084945679,93.6001586914,93.1402130127,93.6560440063,93.4996032715,93.1607894897,93.2417984009,94.2907867432,93.3746643066
4411,5494.28629568,94.1170272827,93.7753677368,93.8911590576,93.9580459595,94.0570526123,93.7879333496,93.5294799805,93.37474823,93.2600402832,93.4851989746,93.3260803223,93.3007125854,93.2628860474,93.5017318726,93.3867645264,93.3962631226,93.1123580933,93.331237793,93.4447402954,93.6748504639
264,19882.0521831,94.2666091919,95.8807525635,95.9679718018,94.1166534424,95.7560958862,96.804359436,96.6097564697,96.979927063,97.2169265747,94.0938568115,95.6379776001,97.3048171997,95.4656524658,96.3422927856,97.3304748535,95.5624771118,95.1373748779,95.147857666,94.982749939,94.5148239136
5971,35427.6634444,110.651756287,110.729637146,110.88722229,110.744003296,110.05266571,110.446968079,111.260597229,111.189743042,111.297966003,110.499000549,111.513954163,111.330749512,111.439987183,111.194343567,111.562416077,111.909912109,110.37902832,111.689994812,112.063323975,111.855018616
6113,5975.26100252,94.2864761353,94.264831543,94.1279449463,94.1226730347,94.5148544312,93.4015197754,94.1706695557,93.7134628296,94.4619750977,94.015007019,94.4062271118,94.0185241699,94.8804321289,94.9131240845,95.2034606934,95.5570144653,98.368309021,96.2651138306,94.9461975098,96.480140686
5635,9415.45143412,94.5914306641,94.1928787231,94.8585128784,94.4780960083,94.6643676758,93.9182815552,94.093208313,93.4489364624,94.624420166,94.3043518066,93.9822235107,93.638458252,94.1012954712,93.7862243652,93.9086914062,93.69506073,94.0974121094,94.0969696045,93.8924255371,93.8485565186
222,23105.9724117,94.2393264771,94.2137985229,93.8169708252,93.6049194336,94.0006256104,93.9315338135,93.9541473389,94.0990905762,93.7328796387,93.9624633789,93.6562423706,93.5156784058,93.6184463501,93.294883728,93.2807617188,93.9301757812,93.8307571411,93.457611084,93.2602310181,93.2017822266
1090,12110.9421814,105.088127136,105.381103516,104.719871521,105.835220337,105.324653625,105.012313843,104.913047791,105.026824951,104.570114136,104.831459045,104.022766113,104.343170166,104.528236389,104.414672852,104.383628845,103.995117188,104.847511292,104.282852173,104.198158264,104.633895874
2343,157664.915308,110.340614319,111.041511536,111.23777771,111.232933044,110.792053223,111.424827576,110.478141785,111.101394653,111.17767334,111.104911804,110.874954224,110.773826599,111.415863037,111.118591309,110.788551331,111.555145264,110.885955811,111.071151733,110.611717224,110.701774597
2228,5351.4203319,93.2979736328,93.4723968506,93.2549133301,93.2839889526,93.4864578247,93.4945678711,93.4600219727,93.2099075317,93.0213623047,93.438949585,92.8303451538,93.3193664551,93.0749511719,93.0700683594,93.1152267456,93.2145614624,93.2870101929,92.988319397,93.2820358276,93.0870285034
1475,113037.889989,110.472938538,110.760231018,110.389564514,110.300819397,110.164115906,111.066101074,110.710868835,110.683784485,111.312805176,110.826599121,111.763633728,111.004806519,110.815734863,111.025970459,111.346229553,110.821022034,111.81603241,112.727615356,112.254646301,113.559585571
5657,16549.6740564,103.370178223,103.604400635,103.00188446,103.762947083,103.274520874,102.856613159,103.039871216,103.212791443,103.542442322,103.062332153,102.51966095,102.433227539,102.04045105,102.80242157,101.955047607,102.68347168,101.828086853,102.495658875,102.420539856,102.096725464
7548,3707.87884684,93.2872924805,93.4725646973,93.5430145264,93.2706756592,93.6860961914,93.2305297852,92.9933395386,93.3157424927,93.0343322754,93.2981948853,92.9306716919,92.9743499756,93.3483047485,93.4222869873,92.9172668457,93.6060180664,93.5952224731,93.2346343994,93.5562286377,92.8150482178
3819,7500.65195669,94.5053482056,94.3875732422,94.0901412964,94.2860565186,94.0976257324,94.2183685303,93.8227539062,93.7538909912,96.2611618042,94.6296005249,94.0417404175,93.3202056885,93.389755249,93.7595748901,93.3809204102,93.2376098633,93.1702575684,93.3471450806,93.6484375,94.8977127075
2700,25104.18108,105.418029785,104.368980408,106.274620056,105.537994385,104.978050232,106.600593567,102.484832764,107.122360229,102.689369202,105.789756775,106.313560486,106.412818909,106.434501648,106.212150574,106.398658752,106.187156677,104.556037903,104.413795471,106.093643188,103.955192566
7724,5831.25764825,93.8080368042,94.044090271,93.8497009277,93.975402832,93.9767684937,93.2236099243,93.2043838501,93.108757019,93.3704223633,93.4323043823,93.2649383545,93.208984375,93.0331268311,93.4719467163,93.244934082,92.9666671753,92.4127731323,92.6400527954,93.2225952148,93.1309280396
5270,12146.4478172,94.0031814575,94.1696243286,93.9316482544,93.6446762085,93.9909362793,93.8326721191,93.2298049927,93.703994751,93.4061813354,93.3954925537,93.5788574219,93.6581878662,93.5602493286,93.646446228,93.7409515381,93.4826889038,93.8161087036,93.9349746704,93.6047210693,93.4577636719
4191,16325.1222098,93.8369369507,93.8290100098,93.8370666504,93.7666397095,93.8958892822,93.7999038696,93.8991928101,93.7479782104,93.5391693115,93.6935806274,93.7720031738,93.8445892334,93.6061935425,93.5790405273,93.933883667,94.1159515381,94.665473938,93.8772201538,94.1696929932,93.8517990112
7084,1715.27836575,89.5712051392,88.1036987305,88.1474609375,88.2640762329,88.6699981689,85.7466430664,83.7877578735,84.7276000977,85.9136199951,84.9166259766,83.12474823,83.7433013916,82.9178848267,83.9869384766,83.6598358154,82.6048660278,82.834602356,80.4147033691,82.2843399048,81.5140762329
6327,42978.5871456,111.277328491,111.214424133,111.23727417,110.986091614,110.233139038,112.598678589,112.094024658,111.878883362,110.863746643,111.215301514,112.145362854,111.012870789,110.325469971,111.138648987,111.082481384,110.715461731,110.504219055,110.174812317,109.106903076,109.942718506
8119,5022.53504283,94.7601165771,94.3507766724,94.7263717651,94.3653640747,94.7395401001,93.6848831177,93.2844009399,94.1735458374,93.8651733398,94.1759033203,92.7484130859,93.4827423096,93.5455856323,93.5831451416,93.9398651123,92.9254302979,94.0063095093,93.4401321411,92.6484146118,93.4465026855
3714,5718.55774743,93.670135498,93.4021911621,93.6543121338,93.561706543,93.7913970947,93.4717102051,93.6140365601,93.3832321167,93.3594665527,93.3244171143,93.3243103027,93.4871368408,93.2526855469,93.6494674683,93.2727966309,93.7297134399,93.6014099121,93.2563858032,93.0226669312,93.3415603638
6191,6626.4083296,94.2495422363,94.3623352051,94.4388961792,93.8707885742,94.4400253296,93.9090118408,94.4850006104,94.5221252441,94.7497940063,94.3666000366,93.534286499,93.3977508545,93.4460983276,94.9397735596,93.8668365479,93.4590148926,93.5826797485,94.1140823364,93.9260177612,93.5570144653
3489,11556.7629091,93.38306427,93.0931625366,92.9815368652,93.217666626,93.3388900757,93.1419143677,93.4939651489,92.9902267456,93.0288772583,93.3089599609,93.3051986694,93.215965271,93.0808792114,93.0954742432,93.0947647095,93.1675109863,93.0457000732,93.1766662598,92.8301696777,93.1238174438
611,7784.00096684,93.4058914185,92.9649887085,93.3574523926,93.258682251,93.1984024048,93.3206253052,93.1244506836,92.9583129883,92.9410324097,93.1044845581,93.0422821045,92.9957962036,93.0018768311,93.0650482178,93.0333938599,92.8431091309,92.9698104858,92.6912307739,92.7559280396,92.8418731689
2905,7101.77647469,92.9876174927,93.038734436,93.2735137939,93.1050415039,93.111869812,92.9759216309,93.1538848877,92.7866287231,92.5763702393,93.0732727051,92.8419570923,92.9057998657,93.1224517822,92.5886993408,92.733833313,92.7479095459,92.0928573608,92.260017395,92.6597442627,92.502166748
6661,5894.18654222,93.6385498047,93.8349533081,93.8368453979,93.9136962891,94.1542205811,94.5196380615,93.7552947998,93.9361419678,94.0842895508,93.8199234009,93.278465271,93.7953109741,93.5186691284,93.0347595215,93.6068572998,93.5827484131,93.1123504639,93.5278167725,92.7180480957,93.2244033813
359,38679.7135027,111.419815063,110.842224121,110.833854675,111.249351501,111.230964661,111.544425964,111.955093384,112.598472595,111.508514404,111.343154907,112.598114014,112.633972168,112.275917053,112.117759705,112.626594543,111.843360901,113.649963379,113.332260132,112.691513062,112.764030457
4898,60770.9685455,111.462921143,111.257461548,111.293731689,110.80242157,110.910758972,111.939483643,111.763023376,111.979270935,111.386634827,111.818214417,112.026046753,112.194351196,112.091529846,111.950698853,112.152908325,113.594093323,112.14225769,111.766998291,113.807952881,112.876319885
4413,21101.4429567,93.9962615967,94.0535507202,94.0128555298,93.8861923218,94.1024856567,93.8277893066,93.1357955933,93.4535140991,93.5762557983,93.4633560181,93.1841430664,93.4283676147,93.2866821289,93.3540496826,93.4841537476,93.3215560913,93.3047943115,93.3078308105,93.4080963135,93.3014450073
807,7094.84991792,93.6031112671,94.4798202515,94.1393203735,94.1154022217,93.9635314941,94.4386749268,94.0215072632,93.9267120361,94.1877670288,93.9435348511,93.7229232788,93.5792007446,93.5989456177,93.6574783325,93.3305435181,93.5643615723,93.3762435913,93.6171875,93.1931762695,93.8906860352
837,9761.60497279,93.2911605835,92.9721832275,93.2104263306,93.1515045166,93.2583847046,93.115852356,93.1823272705,93.3547744751,93.2248382568,93.1951293945,92.9998474121,92.9993515015,92.86277771,92.6332473755,92.6717071533,92.7996139526,92.5102539062,92.8141174316,92.7412567139,92.9218673706
3858,15069.7480213,94.5137023926,94.5568161011,93.9028015137,94.5438232422,94.9259796143,94.2841949463,94.2249145508,94.3422393799,93.489730835,93.8276062012,93.6674194336,94.0230484009,93.8743515015,93.578338623,93.6167984009,93.9278106689,93.7252502441,93.5377807617,93.9262084961,94.007270813
2385,7334.18627978,93.9082336426,93.8477478027,93.8657150269,93.9265441895,93.9618225098,93.9607543945,93.5840835571,94.0258255005,93.8468933105,93.3791427612,93.4138717651,93.4109420776,93.579208374,93.5197753906,93.6376876831,93.6741943359,93.9117126465,93.7553710938,93.4134597778,94.0361175537
2088,9591.64466147,93.4377365112,93.2045440674,93.3091430664,92.9868545532,93.2069320679,93.1822357178,93.3798599243,93.0064086914,92.9972763062,93.3458099365,92.6382293701,92.9850692749,92.8809509277,93.0166778564,92.8985977173,92.8149108887,92.9636764526,93.1339492798,92.6157531738,92.7200698853
1096,61908.1878442,110.644371033,110.730285645,110.772903442,110.455825806,110.561683655,110.908927917,111.124237061,110.700134277,110.848846436,110.493911743,111.320121765,111.112869263,111.114097595,111.223854065,110.409927368,111.297271729,112.150627136,111.823348999,111.662017822,112.664810181
8312,16859.3714197,103.379501343,104.040847778,103.988067627,104.275352478,104.406112671,103.545600891,103.444839478,103.611778259,103.685325623,103.818756104,102.569084167,102.777839661,102.811088562,102.421440125,102.096923828,101.467628479,101.857833862,101.452934265,102.079086304,102.117202759
3217,5273.66179497,94.5087509155,94.6378707886,94.1290512085,94.3901290894,93.875,94.9293060303,94.3863296509,94.0205917358,93.9366531372,93.8369979858,94.3920059204,94.4559555054,93.8292160034,94.3550186157,94.0032653809,93.4456787109,93.7165985107,94.0892715454,93.8738708496,93.7848587036
5986,11545.4912822,93.7913818359,93.7836532593,93.838180542,93.7542572021,93.6869354248,93.5716094971,93.9022140503,93.704750061,93.7645874023,93.3379440308,93.2045593262,93.4349899292,93.4036712646,93.821144104,93.4656448364,93.7208709717,93.5046691895,93.5939712524,93.6243667603,93.1524276733
3153,31915.1882405,104.739074707,104.482223511,104.609283447,104.800521851,104.680618286,104.341766357,104.027084351,104.284294128,104.65309906,104.341087341,103.91494751,103.859298706,103.575241089,104.227523804,103.967178345,104.208190918,104.207588196,103.82434845,103.608634949,103.567848206
3787,2115.6732551,87.5944671631,87.2191467285,87.07056427,86.9464492798,87.3472976685,84.5214004517,84.8292312622,84.62159729,84.3943481445,84.3899765015,81.5553207397,82.4826202393,81.7681427002,82.6044998169,81.7411193848,80.9989852905,80.7633514404,80.5690460205,81.0997314453,81.0794525146
1573,51834.5154456,110.584220886,110.347381592,110.582778931,110.300636292,110.677871704,110.813575745,110.690437317,111.047698975,110.974136353,110.986351013,110.765625,111.000068665,110.445777893,111.437973022,110.942237854,110.748893738,110.950622559,111.038757324,110.99471283,110.757240295
7708,8165.22946876,93.0975952148,93.0812683105,92.9234924316,93.1264419556,93.1266708374,92.9172058105,92.6554870605,92.9902954102,92.7889633179,92.6899871826,92.3567428589,92.749961853,92.2259750366,92.3764038086,92.5106582642,92.5304336548,92.4326629639,92.1842651367,91.943397522,92.3698577881
4924,8399.59193243,93.4101333618,93.342880249,93.4562683105,93.3189163208,93.3393554688,93.4032592773,93.5797042847,93.811630249,93.1507568359,93.4560623169,93.3579864502,93.5848846436,94.7552490234,93.576789856,94.3839569092,94.0799942017,94.1483230591,94.157661438,95.1158905029,95.8906555176
5443,38080.5027066,93.1198043823,93.1892547607,93.0844573975,93.134475708,93.2075424194,93.1080703735,93.1230545044,93.2897567749,92.8265533447,93.0013198853,93.1019515991,92.9233627319,93.1185760498,93.1261978149,92.9923171997,93.0023193359,93.2872085571,92.981048584,92.8414230347,93.1898040771
7820,4238.22700902,93.2341461182,92.7737884521,92.8032913208,93.0411453247,92.79347229,92.9897766113,92.9318084717,92.6535720825,93.0235137939,92.7938079834,92.3068389893,92.3731155396,92.7176971436,92.6428527832,92.603302002,92.4692306519,92.1841888428,92.6563720703,92.2732772827,92.7281036377
3440,1947.27275543,87.7488174438,87.2985916138,86.5701065063,87.8270721436,87.8798446655,83.1577758789,82.9585189819,84.8291168213,83.9833450317,84.5726242065,83.153503418,81.7618179321,82.5573959351,82.4103088379,83.1546783447,81.2799453735,79.9599685669,81.2880477905,80.6494598389,80.5123748779
6826,44298.5488904,110.914138794,110.304428101,111.090431213,110.824577332,110.849716187,111.176597595,111.02217865,111.623222351,110.520172119,111.283363342,111.306106567,110.477516174,110.510810852,110.655166626,112.616348267,111.319900513,110.881660461,109.864532471,110.554206848,110.832206726
5494,18228.2198092,94.1885147095,93.73072052,93.7516784668,94.012336731,93.7769699097,93.3052520752,93.0762176514,93.5812911987,93.6879959106,93.402885437,93.3014602661,93.5695037842,93.4474334717,93.2026748657,93.4289016724,93.1827774048,93.2652740479,93.0291519165,93.3847427368,93.0878448486
