keras_MSE3_lg_relu1,keras_MSE3_lg_relu2,keras_MSE3_lg_relu3,keras_MSE3_lg_relu4,keras_MSE3_lg_relu5,keras_MSE3_lg_relu6,keras_MSE3_lg_relu7,keras_MSE3_lg_relu8,keras_MSE3_lg_relu9,keras_MSE3_lg_relu10,keras_MSE3_lg_relu11,keras_MSE3_lg_relu12,keras_MSE3_lg_relu13,keras_MSE3_lg_relu14,keras_MSE3_lg_relu15,keras_MSE3_lg_relu16,keras_MSE3_lg_relu17,keras_MSE3_lg_relu18,keras_MSE3_lg_relu19,keras_MSE3_lg_relu21,keras_MSE3_lg_relu22,keras_MSE3_lg_relu23,keras_MSE3_lg_relu24,keras_MSE3_lg_relu25,keras_MSE3_lg_relu26,keras_MSE3_lg_relu27,keras_MSE3_lg_relu28,keras_MSE3_lg_relu29,keras_MSE3_lg_relu30,keras_MSE3_lg_relu31,keras_MSE3_lg_relu32,keras_MSE3_lg_relu33,keras_MSE3_lg_relu34,keras_MSE3_lg_relu35,keras_MSE3_lg_relu36,keras_MSE3_lg_relu37,keras_MSE3_lg_relu38,keras_MSE3_lg_relu39,ID,y
80.7976455688,69.6588134766,80.4702529907,86.9406814575,76.6218795776,83.2313156128,77.8692550659,81.905670166,84.0970153809,75.3932266235,76.3218994141,76.9362182617,87.2239837646,77.4044265747,70.949005127,83.5841674805,75.9262924194,78.9076843262,70.6665039062,81.3167648315,71.3458557129,90.4802322388,71.4067459106,82.6570358276,73.6627502441,75.3678588867,83.0908889771,80.9482421875,84.893157959,83.8003616333,82.6089096069,71.2079849243,74.944519043,72.5119552612,82.0197372437,73.8775787354,77.4466400146,65.752166748,8006,76.64
119.955062866,94.9988021851,98.1853256226,114.808670044,114.655860901,94.2571029663,102.575645447,110.934432983,109.295875549,103.932189941,109.519187927,113.730072021,116.238388062,106.015106201,102.691543579,96.0303268433,104.255355835,115.103507996,110.090774536,99.6801605225,113.162139893,108.153289795,114.45022583,98.6998443604,102.414497375,98.332611084,101.530006409,113.747924805,108.475578308,124.609046936,114.095275879,108.648353577,116.874351501,110.137252808,107.917655945,119.34413147,99.7055206299,122.522491455,8008,103.62
122.297439575,104.805328369,118.355201721,100.828804016,112.689811707,121.613670349,113.207565308,94.9835968018,107.603759766,107.233779907,94.9196929932,116.778152466,101.403114319,109.350616455,124.6640625,113.799331665,110.62335968,117.092254639,108.472244263,108.979293823,97.5912780762,107.912322998,126.855453491,124.350738525,102.433052063,101.501197815,108.606903076,102.448913574,98.5708312988,112.307273865,116.091903687,109.47795105,116.53012085,118.176719666,111.349815369,97.7620391846,104.583526611,101.346183777,8010,107.44
111.813400269,116.472946167,110.261756897,115.115196228,98.4511795044,111.861663818,109.885353088,114.012817383,118.09967041,111.392433167,120.613220215,114.339065552,111.984977722,107.145278931,107.776275635,104.496353149,114.037231445,110.07106781,111.266342163,112.207252502,97.8301696777,117.495094299,101.391372681,107.261154175,114.171966553,101.255813599,115.167915344,115.139465332,122.407798767,114.340759277,117.504058838,105.123748779,107.673370361,107.715583801,125.594093323,120.437149048,116.117843628,94.1847686768,8012,107.13
121.896812439,104.84929657,104.884414673,105.395805359,119.126548767,104.926223755,100.951766968,110.202270508,110.000930786,112.156509399,111.971511841,111.005401611,108.252784729,103.87600708,108.875839233,116.805915833,112.88646698,100.269142151,99.2219543457,105.780059814,101.714836121,102.680999756,107.121101379,95.9248428345,114.426849365,110.714065552,121.335517883,119.370407104,108.253974915,120.30934906,106.278030396,116.383522034,109.275840759,107.338973999,98.6173248291,107.879508972,107.975906372,108.317825317,8014,108.82
90.7813186646,86.2356414795,100.934082031,84.3569335938,82.9961547852,94.7254180908,91.167427063,88.5445709229,93.8359069824,89.6840362549,81.8470611572,90.4369277954,87.839805603,95.4291152954,86.9144821167,92.2817153931,89.170425415,101.336502075,90.2179489136,96.9804000854,88.5116119385,88.4801101685,92.1554107666,105.983909607,80.8854751587,89.6973342896,95.3225402832,88.7160491943,92.5851898193,99.3759536743,87.259475708,97.2094726562,93.361618042,95.6695709229,84.4638137817,88.2349319458,85.3755569458,84.7241744995,8016,92.9
101.781806946,93.4642791748,86.9360809326,98.2607421875,79.8050231934,96.8064575195,84.6269073486,87.5044631958,90.1501159668,84.8539505005,88.5581283569,93.7125091553,98.8347702026,81.875038147,86.0777206421,91.3280258179,89.5037765503,87.350440979,91.3974914551,98.6713180542,79.5771560669,102.604484558,83.0966567993,100.382598877,101.453842163,82.8970489502,95.3554840088,98.0204162598,91.1566925049,94.3132400513,91.2659759521,94.603263855,93.9760284424,84.826423645,88.4086380005,85.2868347168,95.3690643311,76.5597991943,8018,87.68
99.8200149536,96.7426757812,92.8930511475,98.8512954712,96.968711853,92.6903076172,88.3634338379,99.0059432983,109.031768799,105.973381042,102.40927124,112.778556824,106.90045166,84.6091156006,98.6337280273,96.5423431396,105.514198303,97.7831573486,95.5333251953,107.721321106,98.2659988403,96.8846664429,98.2581481934,85.9003143311,102.788955688,99.7926483154,114.192214966,100.688476562,102.034065247,113.45388031,100.47555542,102.991790771,100.252853394,107.902252197,114.265083313,103.475608826,106.144966125,121.048568726,8020,100.9
93.0464248657,89.0808868408,90.2317352295,82.6025390625,85.6905593872,93.9515533447,90.8387451172,82.550201416,97.608795166,88.3182144165,81.806137085,87.5486679077,84.7653045654,90.2271347046,88.5355682373,88.2159957886,90.7566223145,93.5014343262,91.7775268555,87.2782516479,87.7784423828,81.2904968262,90.8232421875,104.882919312,82.2742462158,86.8541946411,95.0112609863,92.4824752808,95.3195037842,92.4428863525,87.5993423462,96.1361923218,92.0932769775,93.7853088379,81.7779846191,79.8355407715,84.3056335449,84.840423584,8021,97.71
107.826156616,109.293479919,109.950462341,104.127227783,97.8025894165,103.956451416,99.3227462769,102.692222595,109.144416809,104.469566345,113.529083252,111.319442749,98.179473877,99.0664291382,93.3640213013,102.031661987,104.657623291,98.891708374,101.88293457,116.948928833,92.4315185547,117.082099915,99.8098754883,105.519004822,101.550079346,97.7865905762,110.392341614,109.679298401,106.213401794,111.150047302,110.078620911,102.845680237,100.409439087,113.862136841,114.246955872,102.905944824,110.44556427,90.6079559326,8022,103.06
91.1450042725,88.9832305908,91.4834136963,98.4710235596,97.835647583,90.545425415,93.465927124,89.9858093262,98.9868927002,99.6235656738,86.3167572021,87.7626113892,93.6234283447,91.4205245972,91.3198013306,83.1889724731,89.7620620728,83.0407943726,87.54662323,92.2896957397,89.7641067505,93.091796875,97.0034484863,86.9761810303,98.1809616089,92.9186325073,93.394317627,88.3433074951,98.9379425049,101.315368652,94.9661560059,87.0997161865,99.197227478,90.5651855469,81.7278518677,90.6202697754,108.196289062,90.7429046631,8025,94.01
122.612388611,110.978286743,116.913818359,102.899894714,98.6915512085,118.38483429,110.582191467,96.4716949463,107.860084534,108.559333801,98.7206497192,108.530075073,110.383735657,107.720962524,112.330337524,103.921295166,119.91582489,117.806922913,105.743598938,110.72895813,105.628082275,107.788696289,110.629859924,105.591033936,93.1135177612,98.6830749512,109.678756714,113.005325317,100.556228638,112.944549561,118.080680847,112.408805847,114.805137634,115.351669312,113.121398926,103.259910583,103.683898926,110.915794373,8028,115.41
81.1058654785,69.8830795288,80.4110107422,87.3563690186,78.1048126221,84.7807769775,77.5070571899,82.2539901733,85.3577880859,75.7436141968,76.7348022461,76.7781982422,82.5294036865,77.8021697998,71.5615615845,84.781036377,76.7250518799,79.1278762817,70.9514389038,80.9830474854,68.4623031616,91.083480835,73.0256118774,83.3797912598,73.1444549561,76.2407836914,86.3376617432,81.6251525879,85.1148223877,84.7479705811,83.4860534668,71.940536499,75.5333557129,72.0887908936,85.1852874756,73.9381484985,78.3291244507,65.8030853271,8032,77.77
123.862030029,111.845817566,106.896759033,113.034988403,106.516281128,104.491195679,108.764068604,106.701164246,117.969619751,121.471481323,116.239028931,120.483909607,123.019493103,98.8844833374,114.853042603,108.436515808,118.873985291,118.097595215,104.213409424,118.66293335,108.846374512,103.29234314,109.276679993,108.371711731,108.565414429,111.177078247,120.243782043,112.068862915,109.987411499,132.767837524,115.900161743,111.420684814,112.991615295,118.185676575,128.082580566,112.052993774,113.94342041,128.945556641,8034,108.43
97.1513442993,91.7498779297,93.4891662598,85.077003479,96.7130737305,101.450111389,97.3400115967,93.1229476929,96.3454666138,86.6578063965,83.7558441162,89.0821990967,94.1237182617,95.2204437256,98.5800857544,94.8154754639,94.6653213501,88.5272598267,90.4809494019,86.8221130371,85.3711242676,85.4348678589,101.839660645,108.139930725,84.0305175781,92.8472213745,97.895980835,86.0970458984,99.4333648682,96.3073120117,94.244140625,95.3983459473,93.9965362549,90.830871582,91.7617874146,86.1542816162,82.0855712891,91.1000137329,8037,93.59
94.4560928345,93.1155090332,89.3653945923,97.9019165039,82.9768600464,99.3190917969,90.0630340576,86.3477554321,96.6657028198,91.033996582,94.5871734619,98.9909667969,88.7969665527,90.8076095581,92.8313446045,89.7451858521,88.056350708,109.614585876,87.9090805054,103.005134583,83.8239898682,101.070487976,89.2703704834,99.09425354,86.5535125732,86.0613937378,91.71849823,95.8545379639,95.2476043701,98.0496139526,93.6547546387,87.4473419189,87.404548645,94.5019683838,101.483978271,112.311592102,99.5775222778,82.1291351318,8038,88.38
97.6915664673,88.3959960938,94.4029846191,101.640037537,96.8337020874,95.9357452393,99.3545455933,87.8502502441,91.9789581299,91.1285705566,91.1097869873,90.3667755127,94.800567627,90.9005050659,88.0525512695,84.3514862061,96.4089050293,86.4843597412,88.936126709,95.7354507446,90.1367340088,88.6166610718,91.4636688232,80.3960266113,97.996421814,100.32409668,97.4086227417,92.9995422363,95.729850769,97.9995422363,97.2475509644,88.3805160522,97.2450408936,95.9454040527,82.5353164673,94.2712554932,88.3838653564,93.0092697144,8040,89.25
120.297531128,104.260848999,118.541046143,101.208351135,113.349411011,121.471282959,112.72644043,94.7358703613,104.99974823,107.905982971,93.4216766357,117.452850342,98.7907485962,105.2603302,123.576560974,109.659667969,110.22743988,120.363388062,110.114219666,107.21546936,96.8051834106,107.410827637,123.121307373,125.65927124,99.2416763306,101.636688232,110.497238159,101.119720459,99.4101715088,111.157669067,115.193275452,108.398956299,117.217414856,117.427192688,108.990539551,97.1924209595,103.357627869,104.347076416,8041,108.69
111.494476318,111.871612549,109.022377014,109.667976379,93.7006530762,113.422615051,103.0235672,107.536560059,106.568740845,104.675376892,120.15687561,112.874008179,106.885253906,104.171653748,98.6043395996,107.447158813,106.884429932,102.23815918,107.508987427,112.435897827,104.296340942,109.652626038,101.200630188,108.786758423,117.067443848,101.854812622,115.606964111,108.368141174,116.19985199,110.602592468,99.4753265381,109.259338379,100.246688843,101.246696472,111.964019775,113.655921936,109.004302979,99.7003479004,8043,109.58
131.331130981,112.002502441,116.042457581,115.769546509,108.2760849,109.180618286,107.916885376,117.094696045,131.265167236,131.194793701,120.496673584,122.23273468,124.889358521,96.3445892334,118.037124634,120.464790344,115.899276733,116.320220947,107.780769348,120.242858887,115.148826599,113.475494385,123.537223816,109.47795105,119.880348206,126.415184021,129.992935181,130.693603516,114.824989319,135.762573242,114.714286804,116.488037109,123.096237183,119.890022278,111.786766052,118.41558075,122.2996521,129.811218262,8045,111.58
98.9041671753,95.5749969482,99.5690231323,85.6934967041,95.2425842285,89.5363082886,96.0255050659,92.1662063599,97.466178894,94.2188720703,82.7176361084,98.5180358887,91.421081543,93.6322174072,92.3911590576,100.774131775,93.0359039307,90.2106933594,87.0866622925,94.322555542,99.7621078491,86.2146530151,96.5736465454,100.815742493,82.5315093994,82.0404968262,83.1330718994,93.3331222534,99.9100646973,103.476745605,83.7731323242,93.1254272461,93.0227508545,86.0439834595,98.3102111816,87.7274932861,88.4215545654,88.6031799316,8047,88.53
95.7229156494,93.8296508789,94.3357849121,99.727722168,82.6018066406,95.05884552,90.2850570679,90.9963989258,89.1708679199,91.6884689331,96.181060791,103.538223267,89.1259307861,90.5944519043,84.3234710693,90.291595459,94.6494979858,84.954536438,92.4326324463,94.1985473633,86.7930145264,85.9974899292,86.0679397583,94.3040466309,93.7863922119,85.2381515503,93.2804107666,90.039276123,94.167678833,95.9037322998,84.2483978271,92.9876251221,80.9632644653,89.6897506714,104.97542572,95.0040435791,88.9335632324,89.4021759033,8051,90.18
101.62575531,98.2691802979,93.8372192383,99.9846038818,95.1000823975,97.21043396,88.4139556885,103.785949707,110.895339966,105.78314209,103.835754395,113.2993927,105.896087646,88.2558364868,103.356437683,98.490234375,102.712799072,99.4341812134,94.8552017212,107.453468323,99.1273574829,96.639175415,100.92477417,88.8483352661,100.80683136,100.082931519,115.558486938,106.37071991,103.566879272,116.48764801,98.4607162476,102.497406006,100.357147217,108.440628052,115.785820007,101.3175354,105.750160217,121.014282227,8052,96.76
107.936080933,98.2907104492,121.264602661,98.8128509521,108.323532104,112.176521301,104.34627533,106.678207397,108.528167725,104.259414673,92.8628692627,115.316337585,98.7460174561,106.080596924,107.715942383,107.240608215,110.456298828,107.29826355,110.32019043,114.506912231,105.123519897,101.945098877,124.659202576,122.840110779,101.733764648,99.0196914673,100.005493164,113.248649597,119.675842285,117.644958496,101.049575806,109.461364746,116.28414917,109.548233032,100.33808136,100.028991699,101.988204956,101.478912354,8055,105.36
85.6696777344,89.0336608887,92.7321472168,101.439971924,90.6293945312,94.8065795898,93.0770568848,94.4145126343,101.175468445,90.108505249,97.8784637451,95.1421203613,96.0949783325,91.6504745483,85.1538467407,90.3575286865,100.621612549,91.1094207764,90.9671020508,92.8917999268,77.4453582764,97.4347229004,85.9030761719,93.2001037598,95.7335357666,88.2096786499,96.5021057129,92.8612365723,103.484184265,97.1485443115,93.1404342651,88.0867156982,82.7920074463,88.7539825439,100.596092224,96.17527771,93.6598739624,86.1637420654,8056,89.38
119.255645752,99.1628723145,122.512939453,111.086112976,117.225395203,111.18031311,100.584831238,111.049407959,108.005554199,109.469360352,105.858253479,106.541488647,108.962783813,115.858306885,107.06754303,98.1615600586,112.303085327,115.345016479,105.015197754,107.4974823,115.422294617,119.720596313,116.163497925,100.834396362,103.778884888,118.80620575,115.532981873,109.697296143,113.421188354,127.951721191,122.166854858,103.304199219,116.929740906,110.797851562,103.549255371,119.929718018,106.918998718,119.728744507,8057,106.58
98.6438827515,89.5289840698,99.7292785645,83.5035400391,94.169670105,98.2512664795,90.3464889526,93.8957901001,93.9057922363,89.1480560303,82.4707260132,95.2774353027,85.960067749,95.6593475342,91.6868133545,91.1596679688,93.3183670044,90.9223937988,87.3587875366,98.346786499,89.9691162109,82.8786849976,93.8008346558,102.050140381,80.2763290405,81.8071899414,98.6265335083,91.4830780029,102.365760803,97.120223999,83.0016021729,98.3672790527,92.4726257324,91.3524169922,83.4526977539,86.1947555542,94.1377258301,87.7045974731,8058,89.46
80.8541107178,69.6022796631,80.2595825195,90.2206192017,76.8648071289,85.4052734375,77.7345199585,83.0876312256,84.0325927734,75.914100647,76.3876724243,76.8963546753,87.1765670776,77.1762161255,69.9338531494,83.0378341675,77.1394958496,78.5147247314,69.9436798096,81.1549911499,71.8299560547,90.081161499,71.2914581299,83.345489502,73.258644104,75.7539672852,83.9236297607,80.9259109497,84.7003479004,83.9035491943,83.3082275391,72.3087234497,74.9240722656,70.576965332,83.4643096924,73.8657302856,76.8000335693,66.2098693848,8060,74.75
90.049911499,81.1613388062,90.2410812378,93.6748657227,101.87399292,92.3599395752,93.1863861084,79.1821517944,88.2842330933,87.7875976562,86.7432403564,85.9185180664,91.6997680664,85.1796569824,88.6198425293,84.6056976318,97.4482574463,93.6807556152,84.013130188,92.7000274658,85.4509735107,92.525970459,94.3671264648,84.2222061157,87.7655944824,99.8380432129,85.801574707,83.5414810181,93.8831100464,108.637435913,97.0466003418,82.2991790771,96.1622924805,90.9836883545,85.9797439575,93.2386322021,90.8276062012,91.2411804199,8063,92.22
100.351799011,91.7273635864,94.203666687,86.8322677612,83.784538269,96.0322799683,87.8940505981,81.657623291,92.7495574951,94.8703613281,82.8114624023,90.6992492676,90.6924743652,93.8943710327,86.451675415,96.8714447021,95.8321228027,98.8593826294,89.2852172852,89.1776885986,92.016784668,89.2290878296,102.049751282,90.4612350464,80.3492126465,78.4798812866,94.3611984253,89.8058547974,89.1056365967,92.9205474854,94.7773590088,94.5588760376,97.7548675537,100.395332336,89.6542816162,87.1472091675,83.213684082,90.6951141357,8065,92.48
104.432128906,105.577644348,102.666969299,102.109100342,90.8938217163,101.935081482,97.1789245605,99.6558380127,105.115615845,99.2047424316,109.073143005,109.043083191,94.5839233398,96.5570068359,91.5484161377,98.571723938,101.119163513,93.032989502,98.0634231567,114.721031189,92.8421478271,112.675888062,97.3914031982,107.421798706,92.6455383301,93.9781951904,108.242324829,106.770477295,103.445960999,109.309143066,109.413360596,97.5828399658,96.7860565186,109.456741333,111.376716614,102.521430969,107.58669281,87.2657470703,8069,106.4
76.8520584106,77.7662506104,79.1287231445,79.0615921021,76.1027069092,79.178565979,82.6769104004,71.7529067993,81.0581893921,78.2829589844,68.6148529053,73.1564407349,77.1512451172,70.2629776001,72.8832931519,70.5062713623,81.4816360474,75.4838638306,74.3876113892,78.5297012329,79.1988830566,79.7466430664,81.4562301636,69.6300048828,77.385925293,82.9527206421,71.9006576538,73.1636657715,79.572593689,95.93019104,82.0376434326,69.8292388916,85.088218689,74.6999511719,71.9869155884,83.1779022217,76.0001678467,77.4951629639,8073,82.44
92.0248413086,101.203857422,91.2943878174,83.2804718018,93.6041030884,95.2717895508,98.2385177612,85.3176727295,88.7087478638,93.9850311279,83.8426971436,87.2145996094,91.0430908203,92.3105010986,92.0381622314,88.4482269287,91.9555587769,93.9606018066,87.4466400146,92.3847961426,82.3244171143,92.0217132568,91.028717041,89.474105835,90.5020904541,99.8160705566,90.7062225342,94.5799713135,95.5867538452,95.8793258667,96.7478790283,92.4610290527,100.560371399,96.0394210815,94.0980682373,101.241027832,81.3672485352,90.140045166,8074,91.81
109.976966858,109.07661438,107.513893127,114.402481079,95.0495834351,111.462966919,105.385101318,109.416488647,112.494361877,106.153709412,117.186080933,113.802642822,108.936645508,106.220748901,103.201652527,110.294204712,114.996643066,107.959487915,106.162101746,110.36101532,99.8899917603,111.178237915,103.802017212,106.858558655,120.09488678,105.173110962,115.472305298,114.745025635,119.308555603,113.844444275,103.666427612,108.329063416,105.933654785,105.269805908,124.114967346,114.349487305,111.953933716,95.1395111084,8075,115.45
122.357345581,102.322052002,101.740638733,117.484962463,111.325370789,98.2141113281,105.171661377,111.442527771,115.21711731,110.125045776,111.876457214,117.983413696,117.815261841,111.41481781,104.562576294,97.9366455078,112.395477295,120.548149109,114.809104919,101.724662781,120.841346741,110.590446472,117.410430908,102.234680176,107.171455383,102.237213135,105.584251404,114.041862488,108.388191223,124.479347229,119.918327332,110.005104065,120.37587738,112.573318481,108.28666687,121.386619568,108.287437439,125.987991333,8077,109.09
87.0207366943,88.7953796387,105.263389587,84.6261444092,83.4949035645,89.3157348633,91.7091369629,91.3204803467,99.554977417,91.8163833618,80.0099487305,98.0000305176,89.0814666748,96.3585586548,95.0651092529,93.0831375122,93.4008331299,89.8648605347,88.7289123535,100.428741455,95.656539917,86.0648193359,96.1181716919,98.4764785767,78.9928512573,81.5117645264,87.3549499512,97.6723480225,103.353546143,97.7476043701,86.1081085205,91.2561569214,92.0401306152,91.8088226318,82.9958114624,86.810836792,88.558303833,86.5233688354,8078,86.18
119.970672607,114.234855652,111.803520203,119.235549927,102.631072998,109.769889832,107.565963745,109.310997009,119.057052612,112.856971741,120.079658508,118.396987915,112.676200867,108.787712097,103.511627197,111.168167114,111.398918152,111.588600159,109.383453369,125.546463013,102.965896606,122.596305847,106.779273987,130.525741577,104.777023315,100.872375488,118.177307129,113.808761597,116.65852356,119.032936096,110.780578613,111.471038818,96.2543792725,128.665969849,132.868103027,115.3048172,116.503128052,92.4347381592,8079,110.22
103.915931702,79.8393783569,94.8434906006,96.6965179443,88.8471374512,84.2234954834,88.0393066406,94.7710571289,93.4068832397,93.9201202393,100.050849915,93.2795181274,92.7564849854,89.7230911255,88.3175125122,90.135269165,96.8905944824,95.9774398804,96.4420471191,89.0050430298,94.6860656738,88.7503509521,98.9269180298,82.1233215332,87.1609191895,89.6915435791,87.2357177734,97.852935791,87.3314819336,98.0769958496,99.071105957,91.2980194092,97.8901748657,94.4674530029,88.1037139893,100.220878601,91.1535873413,101.908836365,8082,91.3
102.916168213,97.5868301392,117.877693176,95.1093444824,95.4484481812,102.805038452,100.371856689,103.316215515,107.045799255,97.2708282471,92.7206192017,112.294509888,96.7556915283,103.786231995,101.420539856,105.194534302,105.94959259,105.5389328,102.947525024,111.118377686,105.939933777,96.0186462402,113.990844727,114.465553284,92.7692642212,94.1286849976,99.2034912109,107.980529785,108.569168091,110.879508972,94.4283065796,101.22202301,108.172111511,103.18737793,89.3874206543,100.263084412,99.9186706543,97.299621582,8083,103.85
110.385856628,104.632743835,101.529396057,105.838378906,85.9468536377,101.876174927,97.8274841309,100.488357544,107.894607544,101.61113739,110.689880371,110.79901123,98.353729248,98.7363739014,94.481300354,101.683906555,100.863349915,98.1056671143,98.9775466919,113.452941895,93.8597869873,109.774353027,94.6483840942,117.656974792,99.7225494385,90.2251052856,108.312889099,101.895187378,108.433959961,108.119567871,97.7250671387,100.980918884,89.3670349121,110.303894043,115.825744629,103.336578369,106.423049927,83.28150177,8085,99.38
94.2217407227,91.6315841675,97.1477203369,102.182723999,101.492950439,100.993339539,82.6920318604,83.9178466797,99.2537994385,102.052444458,89.5155715942,92.251373291,98.9926300049,88.3063659668,94.9616470337,90.2130661011,89.0748443604,87.666809082,87.6234359741,97.4541397095,92.1077346802,98.6680145264,96.7861862183,92.1199188232,101.252815247,97.0157852173,97.3955688477,89.4444885254,97.871963501,112.490287781,100.118377686,91.0360717773,105.700996399,92.3920440674,85.4021835327,96.7110824585,109.646064758,94.2467803955,8086,89.71
110.079528809,111.036849976,110.029380798,104.582038879,109.856880188,117.016624451,109.223960876,100.869888306,116.076477051,109.962295532,94.8134994507,107.635429382,104.758560181,110.190658569,119.950454712,114.504516602,124.36227417,109.853927612,108.454910278,114.74571991,108.250053406,98.7777328491,111.682548523,125.266944885,100.682449341,115.855125427,106.645828247,109.107574463,121.403213501,111.326164246,101.481025696,106.229553223,120.162414551,117.668663025,109.685012817,119.622177124,97.3469314575,108.940887451,8088,108.57
118.661956787,120.404495239,126.36605835,121.395683289,107.974014282,114.724617004,107.006546021,102.729156494,123.154434204,111.868293762,123.731880188,116.336639404,107.480728149,108.035263062,111.499008179,111.142906189,120.654342651,127.91267395,110.579399109,130.632125854,101.751304626,133.097045898,103.108718872,133.972549438,115.846351624,116.289131165,121.635238647,122.593406677,109.483123779,120.047027588,122.459213257,111.852264404,106.506225586,122.807746887,126.747421265,110.231918335,123.595085144,104.462287903,8092,111.86
118.133712769,101.655326843,106.520957947,105.726593018,101.365715027,107.399627686,99.654548645,107.35458374,120.995948792,120.778999329,115.395309448,112.368263245,114.006370544,92.7799911499,111.769088745,107.300086975,108.398483276,107.878860474,101.906600952,114.168334961,109.621505737,102.535675049,123.197097778,104.076644897,107.678039551,108.791297913,119.613380432,117.546638489,109.463470459,125.215652466,107.682884216,104.671409607,109.584686279,107.13886261,108.540145874,110.263816833,108.549682617,121.339981079,8093,111.68
91.0482635498,102.080513,94.7454452515,86.366645813,90.078704834,96.287147522,101.664703369,87.5452041626,93.8212814331,101.976722717,86.6852111816,90.6068878174,94.2617874146,91.7914428711,100.367774963,94.5343170166,99.1153564453,94.3447723389,93.5348052979,95.5648498535,87.8709411621,96.2600326538,93.9855804443,100.76865387,90.6537017822,103.174407959,93.1357574463,99.3098297119,97.3274230957,97.2714996338,109.186248779,90.3449478149,100.126235962,99.5351409912,89.1848373413,97.933631897,83.5233230591,98.3495407104,8095,94.99
96.5189971924,86.680809021,98.0652008057,97.7855224609,87.6314239502,98.0191040039,89.0848922729,87.8279266357,98.2278671265,87.1409225464,90.5103378296,93.9069747925,101.62184906,92.2253265381,94.6952362061,90.7450408936,89.7957229614,101.894462585,89.1854553223,97.7876663208,83.0107574463,105.900680542,81.7037200928,102.77394104,86.6414642334,90.2028198242,97.2010650635,88.6194763184,87.3694839478,94.0249481201,94.6909484863,86.279800415,86.2953186035,93.7703094482,100.811149597,107.9765625,87.6548995972,78.4317321777,8096,86.4
124.60357666,108.886062622,103.857650757,116.883659363,112.948516846,98.6889266968,102.522499084,108.660163879,109.582214355,113.945297241,108.914878845,118.000778198,116.34992218,111.910003662,108.34577179,100.75377655,112.857894897,116.286705017,107.968078613,103.334823608,117.924232483,106.173583984,109.224441528,103.817344666,104.960617065,114.482017517,105.970352173,110.687088013,108.522987366,134.116485596,118.368522644,110.410400391,119.738670349,112.172210693,109.921859741,123.933448792,108.481170654,125.0912323,8097,105.78
101.231246948,98.9716796875,89.9632415771,78.3288726807,83.3263702393,93.2838973999,91.3304824829,89.9371643066,93.7785644531,93.1090698242,86.2907409668,91.5177612305,86.4610748291,89.4522476196,88.7753219604,89.1946563721,93.9103012085,90.468460083,85.2724838257,91.395614624,105.072235107,96.6152954102,87.5903701782,94.7147369385,89.3409423828,98.1232528687,92.9053497314,89.3195037842,92.9740753174,89.2095947266,103.553512573,94.1657714844,95.9988098145,99.7461166382,93.7270736694,97.2668304443,89.7967376709,97.5637969971,8098,89.06
120.355987549,122.028709412,125.588508606,123.016319275,107.934898376,116.761550903,112.451454163,104.166847229,125.147758484,112.967552185,128.022537231,116.243560791,110.168701172,107.837173462,114.360343933,112.294944763,123.188713074,126.941978455,111.592025757,130.587036133,105.377349854,137.480865479,102.595298767,133.681915283,115.613693237,115.833755493,120.434371948,123.864479065,108.922950745,122.997207642,123.528068542,111.193618774,107.557106018,122.378570557,128.164382935,112.759490967,125.153945923,104.097160339,8099,115.14
121.460212708,105.829956055,100.962127686,106.952636719,101.523040771,103.552261353,98.8387298584,107.216705322,114.20211792,114.828964233,111.982513428,118.340255737,116.741294861,97.6145324707,103.444534302,103.440567017,111.519638062,115.976348877,100.309997559,116.265129089,107.333786011,102.126815796,102.3514328,102.007629395,108.301170349,108.848709106,117.899894714,106.925865173,110.219329834,124.826431274,109.223960876,111.891571045,106.902565002,114.100158691,123.605667114,110.195075989,107.696075439,130.235076904,8102,106.62
103.101478577,99.3221511841,114.720779419,90.3819580078,102.662231445,105.670768738,94.4001312256,99.3562088013,101.683181763,90.9177703857,90.6694030762,105.968261719,93.3462371826,98.9814300537,99.7425613403,96.7507324219,101.851173401,102.544113159,100.761245728,99.0084152222,89.9735870361,94.7491912842,110.704528809,112.695625305,88.0197372437,92.5751800537,103.918556213,111.825561523,110.53503418,109.639564514,95.2328796387,101.681167603,107.335319519,102.900009155,88.1159744263,92.807723999,96.0881729126,92.8245697021,8103,99.66
118.245513916,115.862632751,114.608535767,117.862876892,101.912918091,110.862892151,107.968322754,109.26713562,118.959114075,116.067817688,120.647590637,119.343276978,113.153015137,108.160293579,101.768234253,111.882598877,111.2315979,112.777076721,110.358955383,125.83820343,104.175201416,122.437232971,105.878417969,132.456970215,105.263908386,100.923950195,118.02986908,112.659072876,117.601371765,120.850563049,110.282341003,113.409667969,95.29637146,128.125976562,130.619720459,114.613380432,117.715446472,92.5765762329,8104,125.1
100.228027344,84.4201660156,88.0779876709,98.8353118896,93.7772827148,82.9988632202,87.9750976562,92.1025772095,101.004371643,104.089332581,93.1668243408,99.7241897583,92.3879089355,90.8292694092,94.8025436401,92.4884643555,99.0317077637,99.9160919189,102.405220032,84.4161987305,90.6062316895,99.0392150879,100.884727478,82.4641876221,85.2831802368,95.3838119507,84.3062820435,87.1219100952,94.4791717529,114.291557312,98.6400680542,90.40599823,100.851722717,94.8826751709,98.6153259277,105.487266541,91.5216827393,93.6586151123,8105,95.5
